anime_cast,anime_company,anime_name,anime_region,anime_status,anime_tag,anime_url,anime_view,anime_year 
浪川大辅|中原麻衣,,拜托了双子星动画,日本,完结,搞笑|恋爱|美少女,http://www.dilidili.wang/anime/onegaitwins/,你的快乐伤心我都能感应、我们就像双子星,2010年之前
本渡枫|大原沙耶香|金元寿子|井口裕香|能登麻美子|日笠阳子|花泽香菜|水濑祈|早见沙织,,比宇宙更遥远的地方,日本,已完结,冒险|美少女|百合,http://www.dilidili.wang/anime/byzgyyddf/,这是向南极进发的四位女孩子的旅行物语，我们通过她们回想起生于明日的光辉！,2018年1月
安元洋贵|代永翼|福岛润|鸟海浩辅|前野智昭|日野聪|森久保祥太郎|山下大辉|柿原彻也|伊藤健太郎|游佐浩二,TMS娱乐,飙速宅男 第二季,日本,完结,运动|青春|热血,http://www.dilidili.wang/anime/yowapeda2/,大声跟我一起唱 Hime Hime！,2014年10月
宫野真守|加藤英美里|堀江由衣|茅野爱衣|石田彰|田村由加莉|下野纮|伊濑茉莉也|悠木碧|竹达彩奈,,便・当,日本,完结,搞笑|轻小说,http://www.dilidili.wang/anime/ben-to/,半价便当争夺战,2011年10月
大桥彩香,XEBEC,BanG Dream！PASTEL LIFE,日本,完结,奇幻|美少女|百合|泡面番,http://www.dilidili.wang/anime/pastellife/,,2018年7月
绿川光|杉田智和,ARTLAND,伯爵与妖精,日本,完结,轻小说|奇幻|乙女,http://www.dilidili.wang/anime/hakushaku/,女性向动漫,2010年之前
吉永拓斗|东山奈央|若井友希|山下大辉|石川界人|五十岚裕美|雨宫天,Diomedéa,BEATLESS-没有心跳的少女,日本,连载,冒险|奇幻,http://www.dilidili.wang/anime/beatless/,100年后的未来，人类将被这过度进化了的“物”所淘汰吗？,2018年1月
安野希世乃|奥野香耶|津田美波|堀江瞬|高桥李依|悠木碧,SILVER LINK,爆肝工程师的异世界狂想曲,日本,完结,冒险|后宫|奇幻,http://www.dilidili.wang/anime/gbgcsysjkxq/,既然已经来了，不开个后宫好意思说自己到了异世界？,2018年1月
阿部敦|岸尾大辅|宫田幸季|宫野真守|代永翼|福岛润|福山润|内田雄马|鸟海浩辅|山下大辉|松冈祯丞|下野纮|小野大辅|野岛健儿|游佐浩二|中村悠一|诹访部顺一|诹访彩花,TMS娱乐,飙速宅男 第四季,日本,完结,运动|青春|热血,http://www.dilidili.wang/anime/yowapeda4/,大声跟我一起唱 Hime Hime！,2018年1月
滨田贤二|浪川大辅|平川大辅|前野智昭|松风雅也|松冈祯丞|梶裕贵|小林裕介|小野大辅|小野贤章|悠木碧|中村悠一,SATELIGHT|Triple A,博多豚骨拉面,日本,完结,冒险,http://www.dilidili.wang/anime/boduotglm/,当一个人的恶行太多的时候，“杀手诛杀者”就会出现,2018年1月
古川慎|大桥贤一郎|前野智昭|小野贤章|樱井孝宏|中村悠一,Triple A,霸穹封神演义,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/baqiongfsyy/,日本版的封神演义~~~~,2018年1月
钉宫理惠|堀江由衣|立花慎之介|铃村健一|神谷浩史|寺岛拓笃|梶裕贵|小清水亚美|樱井孝宏|泽城美雪,Studio Pierrot,便利店男友,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/bldnanyou/,《便利店男友》是以便利店为舞台，讲述女主角与6名高中男生的之间的恋爱故事。,2017年7月
,,北欧女孩日本生活好吃惊,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/bogirl1/,北欧女孩在日本的生活见闻！,
,,北欧女孩日本生活好吃惊第二季,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/bogirl2/,北欧女孩在日本的生活见闻！,
丰永利行|铃木达央|山下诚一郎|斋贺光希|佐藤拓也,,Butlers～千年百年物语,日本,完结,乙女,http://www.dilidili.wang/anime/butlers/,男神执事团~,2018年4月
甲斐田裕子|堀江由衣|花泽香菜|三宅健太|水原薫|松风雅也|松冈祯丞|藤原启治|西明日香|小见川千明|小松未可子|伊藤静,SATELIGHT,暴力宇宙海贼剧场版 亚空的深渊,日本,完结,科幻|冒险,http://www.dilidili.wang/anime/baolihaizeijc/,迷你裙宇宙海贼,
高垣彩阳|广桥凉|黑泽朋世|钉宫理惠|皆川纯子|茅野爱衣|内山夕实|内田真礼|能登麻美子|朴璐美|茜屋日海夏|桑岛法子|上田丽奈|生天目仁美|田村睦心|小松未可子|小泽亚李|伊藤加奈惠|早见沙织|中田让治|种崎敦美|佐仓绫音,,宝石之国,日本,连载,奇幻,http://www.dilidili.wang/anime/lustrous/,这是关于成长的故事，这是关于友情的故事，这是关于战斗的故事。,2017年10月
东地宏树|丰永利行|濑户麻沙美|平田广明|森川智之|石川界人|梶裕贵|小清水亚美|斋贺光希|中井和哉|佐藤聪美,Triple A|WIT STUDIO,B：彼之初,日本,完结,科幻|推理,http://www.dilidili.wang/anime/bizhichu/,不知道你是否曾经想象过，将《东京残响》和《东京喰种》结合到一起会是怎样？,2018年4月
吉野裕行|鸟海浩辅|三木真一郎|桑岛法子|森久保祥太郎|游佐浩二,,薄樱鬼OVA雪华录,日本,完结,治愈系|奇幻|动作,http://www.dilidili.wang/anime/hakuokiova/,,2011年7月
户松遥|甲斐田裕子|花泽香菜|松风雅也|小见川千明|小松未可子|伊藤静,SATELIGHT,暴力宇宙海贼,日本,完结,科幻|冒险,http://www.dilidili.wang/anime/baolihaizei/,,2010年之前
宫野真守|岛崎信长|丰崎爱生|花泽香菜|山路和弘|梶裕贵|樱井孝宏|雨宫天|早见沙织|洲崎绫,,BLAME!,日本,完结,科幻|剧场版,http://www.dilidili.wang/anime/blame/,人类建立的网络索菲亚（网络球早期雏形）还不完善，在网络索菲亚系统内部仍存在系统漏洞BUG。有什么人利用漏洞瘫痪了网络球，失去联网的人类同时也失去对世界控制权，人类逐渐走向灭亡。,
金元寿子|田村睦心|田所梓,,巴加的工作室,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/bajai/,主角是一只很可爱的小老鼠。,2017年10月
齐藤壮马|高桥广树|喜多村英梨|小泽亚李,,不正经的魔术讲师与禁忌教典,日本,完结,轻小说|冒险|奇幻,http://www.dilidili.wang/anime/bzjdmsyjjjd/,被称作“不正经”的这个男人的破天荒授课，就此开始。,2017年4月
阪口大助|户松遥|平野绫|朴璐美|前野智昭|水树奈奈|速水奖,Seven Arcs,白色相簿,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/whitealbum/,18X游戏改编的恋爱动漫,2010年之前
宫田幸季|森久保祥太郎|野岛裕史|野田顺子,,棒球大联盟 第三季,日本,完结,热血|励志,http://www.dilidili.wang/anime/major3/, 励志+亲情+友情的故事！,
市来光弘|喜多村英梨|小松未可子|洲崎绫,,伯纳德小姐说,日本,完结,搞笑|青春|泡面番,http://www.dilidili.wang/anime/boneludosan/,搞笑泡面番,2016年10月
朴璐美,MADHOUSE,背骑少女,日本,完结,运动|青春,http://www.dilidili.wang/anime/rideback/,彪骑少女！,
宫田幸季|荻原秀树|茅原实里|森久保祥太郎|森田成一|野岛裕史|野田顺子,,棒球大联盟 第二季,日本,完结,热血|励志,http://www.dilidili.wang/anime/major2/, 励志+亲情+友情的故事！,
宫田幸季|保志总一朗|草尾毅|钉宫理惠|堀内贤雄|浪川大辅|茅原实里|朴璐美|森久保祥太郎|森田成一|咲野俊介|野田顺子|羽多野涉|植田佳奈,,棒球大联盟 第一季,日本,完结,热血|励志,http://www.dilidili.wang/anime/major1/,励志+亲情+友情的故事！,
杉山纪彰|生天目仁美|水岛大宙|寺岛拓笃|梶裕贵,SATELIGHT,白色相簿2,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/whitealbum2/,不是白色相簿第2季。是《白色相簿2》，看完记得去打游戏体验两只好船。,2013年10月
,TMS娱乐,波波罗王国,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/boboluo/,萌萌童话风王子的冒险,2010年之前
钉宫理惠|东山奈央|加藤英美里|平田广明|杉田智和|田村由加莉|小野友树|伊藤加奈惠|泽城美雪,A-1 Pictures,碧蓝幻想,日本,完结,游戏|轻小说|冒险|奇幻,http://www.dilidili.wang/anime/granbluefantasy/,我在星之岛等你,2017年4月
大原沙耶香|皆川纯子|立木文彦|花泽香菜|三宅健太|石冢运升|松风雅也|伊藤静|远藤绫|中村悠一,GONZO,BLASSREITER恶魔骑士录,日本,完结,动作,http://www.dilidili.wang/anime/blassreiter/,恶魔的力量会使人迷乱,
大桥彩香,XEBEC,BanG Dream!星之鼓动,日本,完结,奇幻|美少女|百合,http://www.dilidili.wang/anime/bangdream/,世代少女乐队企划,2017年1月
谷山纪章|后藤邑子|田口宏子|新谷良子,,波子汽水,日本,完结,治愈系|恋爱|美少女,http://www.dilidili.wang/anime/lamune/,夏天海边的青梅竹马,2010年之前
渡边明乃|丰口惠美|高桥美佳子|上田佑司,,爆裂天使,日本,完结,美少女|动作,http://www.dilidili.wang/anime/burst/,厨艺俘获四大美女杀器,2010年之前
山口胜平|石田彰|玄田哲章|巽悠衣子,龙之子Production,不要输！！恶之军团！,日本,连载,,http://www.dilidili.wang/anime/bysezjt/,拉拉人的信仰,2017年4月
花泽香菜|市道真央,,变形少女 web,日本,连载,科幻,http://www.dilidili.wang/anime/bxsn/,1分钟的番应该怎么叫？,
,,Ben 10 外星英雄,,完结,科幻|冒险|童年,http://www.dilidili.wang/anime/ben10/,"小破表变身
",
大原沙耶香|吉野裕行|南央美|能登麻美子|森川智之|西村ちなみ|小西克幸,,宝瓶时代,日本,完结,科幻|美少女,http://www.dilidili.wang/anime/baopingshida/,引出了人们平静生活背后不为人知的一场超能力者之间的战争。,
,,变形小雷 第一季,,完结,科幻,http://www.dilidili.wang/anime/generatorrex1/,未来纳米机器人~,
浪川大辅|朴璐美|森川智之|森久保祥太郎|森田成一|咲野俊介|野田顺子|羽多野涉,Synergy SP,棒球大联盟 第六季,日本,完结,热血|励志,http://www.dilidili.wang/anime/major6/,历经少棒联盟与高中棒球时代，进入美国大联盟挑战的成长历程。,
,,变形小雷 第二季,,完结,科幻,http://www.dilidili.wang/anime/generatorrex2/,未来纳米机器人~男主不仅能控制纳米机器人还可以治愈别人。,
宫田幸季|保村真|浪川大辅|朴璐美|森久保祥太郎|森田成一|咲野俊介|野田顺子,Synergy SP,棒球大联盟 第五季,日本,完结,热血|励志,http://www.dilidili.wang/anime/major5/,历经少棒联盟与高中棒球时代，进入美国大联盟挑战的成长历程。,
阿部敦|代永翼|渡边明乃|内田夕夜|浅沼晋太郎|石井真|中原麻衣,SATELIGHT,豹头王传说,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/guinsaga/,传说中的人兽恋,2010年之前
浪川大辅|森久保祥太郎,Synergy SP,棒球大联盟 第4季,日本,完结,热血|励志,http://www.dilidili.wang/anime/major4/,历经少棒联盟与高中棒球时代，进入美国大联盟挑战的成长历程。,
,,Ben10终极异形,,完结,科幻|童年,http://www.dilidili.wang/anime/ben10zjyx/,小破表变身,2017年4月
大塚明夫|井上和彦|林原惠美|三石琴乃|折笠爱,Production I.G|XEBEC,碧奇魂,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/biqihun/,日本傳統神話新演繹,2000年之前
福圆美里|野川樱|野中蓝,STUDIO DEEN,备长炭,日本,完结,治愈系|萝莉|泡面番,http://www.dilidili.wang/anime/beichangtan/,备长炭没有父母，头上顶着炭，独自住在深山之中。她常常下山到小镇上给人们帮忙做工，居民们为了表示感谢而赠与她食物，备长炭就这样努力地生活着。,
梶裕贵|小仓唯,J.C.STAFF,变态王子与不笑猫,日本,完结,搞笑|奇幻|恋爱,http://www.dilidili.wang/anime/henneko/,变态是什么意思捏？,
关智一|堀江由衣|一条和矢|置鲇龙太郎,,DD北斗神拳2 草莓味,日本,完结,热血|动作,http://www.dilidili.wang/anime/bb/,甜甜的草莓味的哟,2015年10月
平野绫|根谷美智子|折笠富美子,,白虎HYAKKO,日本,完结,治愈系|美少女,http://www.dilidili.wang/anime/hyakko/,上下山虎子、伊井冢龙姫、早乙女雀、能乃村步巳展开的校园生活喜剧,2010年之前
山本和臣|小仓唯|小清水亚美|悠木碧|斋贺光希|诹访部顺一,,百合熊风暴,日本,完结,治愈系|青春|百合,http://www.dilidili.wang/anime/yurikuma/,进击的百合革命回转熊，几原邦彦你够了……,2015年1月
古川慎|大西沙织|加隈亚衣|久保由利香|木村珠莉|能登麻美子|高桥未奈美|石上静香|松冈祯丞|藤井雪代|小林裕介|小野大辅|樱井孝宏|中村悠一|诹访彩花,feel.,百无禁忌！女高中生私房话,日本,完结,搞笑|青春|泡面番,http://www.dilidili.wang/anime/midschool-girl/,男生绝不可错过的动画，一定要听听女生私房话！,2016年1月
谷山纪章|福山润|森川智之|神谷浩史|小西克幸|小野大辅|樱井孝宏|羽多野涉|远藤绫|中村悠一,Studio Pierrot,白熊咖啡厅,日本,,搞笑|治愈系,http://www.dilidili.wang/anime/shirokumacaf/,经营咖啡店的主人公白熊，和熊猫、企鹅等咖啡厅的常客们之间的爆趣治愈系的卖萌日常,2012年4月
冈本信彦|小野友树|小泽亚李|泽城美雪|中村悠一|中原麻衣,STUDIO DEEN,薄樱鬼第一季,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/hakuoki1/,人与人，人与妖的战争,
滨田贤二|大西沙织|大原沙耶香|逢坂良太|速水奖|土田大|樱井孝宏,XEBEC,白银的意志,日本,完结,科幻|机战,http://www.dilidili.wang/anime/argevollen/,精分的XEBEC原创萝卜新片，《机动战舰》佐藤龙雄编剧。,2014年7月
阎萌萌,,半面人,,完结,冒险|动作,http://www.dilidili.wang/anime/banmianren/,为三剑豪者，将绝顶天下,
宫田幸季|加藤英美里|铃木达央|水桥香织|寺岛拓笃|五十岚裕美|下野纮|原田瞳|竹达彩奈,SILVER LINK,笨蛋测验召唤兽,日本,完结,搞笑|青春|恋爱,http://www.dilidili.wang/anime/Shoukanjuu/,被系统测成笨蛋怎办？,2010年1月
安野希世乃|大桥彩香|逢坂良太|福山润|冈本信彦|加藤英美里|江口拓也|秋元羊介|神谷浩史|喜多村英梨|羽多野涉|中村悠一,Lerche|NAZ,浜虎,日本,完结,推理|冒险,http://www.dilidili.wang/anime/hamatora/,基友二人组破案记,2014年1月
逢坂良太|福山润|加藤英美里|神谷浩史|绪方惠美|羽多野涉|中村悠一,Lerche,Re:␣浜虎,日本,完结,推理|热血|冒险|奇幻,http://www.dilidili.wang/anime/hamatora2/,一看见青春群像剧就好想念drrr……,2014年7月
关智一|大川透|飞田展男|吉野裕行|津田健次郎|鸟海浩辅|森久保祥太郎|游佐浩二|中田让治,STUDIO DEEN,薄樱鬼黎明录,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/hakuoki3/,人与人，人与妖的战争,
鸟海浩辅|三木真一郎|森久保祥太郎|游佐浩二,STUDIO DEEN,薄樱鬼碧血录,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/hakuoki2/,人与人，人与妖的战争,2010年10月
冈本信彦|间岛淳司|千菅春香|水濑祈|种田梨沙,MADHOUSE,发条精灵战记 天镜的极北之星,日本,完结,电击文库|青春|冒险|奇幻,http://www.dilidili.wang/anime/fatiaojinling3/,一场盛大的奇幻战记即将在此揭幕！,2016年7月
大桥步夕|牧野由依|高森奈津美|桑岛法子,GAINAX,放学后的昴星团,日本,完结,科幻|恋爱|百合,http://www.dilidili.wang/anime/thepleiades/,百合OR恋爱,
川澄绫子|关智一|大原沙耶香|浪川大辅|绿川光|门胁舞以|石田彰|小山力也|新垣樽助|置鲇龙太郎|中田让治,ufotable,Fate/Zero 第二季,日本,完结,游戏|热血|奇幻|恋爱|动作,http://www.dilidili.wang/anime/fate-zero2/,根据虚渊玄著作的同名小说改编的电视动画,2012年4月
铃木达央|野岛健儿|羽多野涉|增田俊树|洲崎绫,,腐男子高校生活,日本,完结,搞笑|耽美|泡面番,http://www.dilidili.wang/anime/kusayinodansi/,我相信观看这个基本为女性，男性肯定也有,2016年7月
福井裕佳梨|新谷真弓,,FLCL,日本,完结,推理|恋爱,http://www.dilidili.wang/anime/FLCL/,GAINAX无厘头叔嫂SF,2010年之前
岛本须美|家中宏|丰口惠美,,复仇天使,日本,完结,奇幻|百合,http://www.dilidili.wang/anime/fuchouts/,,2010年之前
大原沙耶香|高桥美佳子|杉田智和|神谷浩史|藤原启治|野岛健儿,J.C.STAFF,蜂蜜与四叶草,日本,完结,搞笑|治愈系|青春|恋爱,http://www.dilidili.wang/anime/fmysyc/,幸福的感觉是什么呢,2010年之前
大原沙耶香|高桥美佳子|杉田智和|神谷浩史,J.C.STAFF,蜂蜜与四叶草II,日本,完结,搞笑|治愈系|青春|恋爱,http://www.dilidili.wang/anime/fmysyc2/,幸福的感觉是什么呢,2010年之前
宫野真守|代永翼|岛崎信长|渡边明乃|铃木达央|平川大辅,京都动画,Free男子游泳部剧场版,日本,完结,运动|耽美|剧场版,http://www.dilidili.wang/anime/freemove/,这个夏天，直到永远。,
苍井翔太|吉野裕行|津田健次郎|潘惠美|平田广明|森久保祥太郎|森田成一|藤村步|喜多村英梨|玄田哲章|樱井孝宏|泽城美雪,,巴哈姆特之怒,日本,完结,游戏|冒险|奇幻,http://www.dilidili.wang/anime/shingekinobahamut/,跳了快一年票的神魔大番终于来了。,2014年10月
入野自由|水野理纱,Production I.G,风人物语,日本,完结,治愈系,http://www.dilidili.wang/anime/frwy/,,2010年之前
井上和彦|堀内贤雄|铃置洋孝|速水奖|小山茉美|子安武人,,风魔小次郎,日本,完结,热血|冒险|奇幻|励志,http://www.dilidili.wang/anime/fuuma/,风林火山忍者大战,2010年之前
川澄绫子|大原沙耶香|三木真一郎|折笠富美子,BONES,废弃公主,日本,完结,冒险|奇幻|美少女,http://www.dilidili.wang/anime/sutepri/,此女将为灭世的祸端,2010年之前
,,Fate/stay night [Unlimited Blade Works],日本,完结,游戏|热血|奇幻|恋爱|动作,http://www.dilidili.wang/anime/fate-sn/,某天，士郎捲入了一场叫做“圣杯战争”的魔术师们的战争中……,2010年1月
,,Fate/stay night UBW 第二季,日本,完结,游戏|热血|奇幻|恋爱|动作,http://www.dilidili.wang/anime/fate-sn2/,某天，士郎捲入了一场叫做“圣杯战争”的魔术师们的战争中……,2015年4月
浪川大辅|平川大辅|三宅麻理恵|杉田智和,STUDIO DEEN,绯色的欠片第二季,日本,完成,游戏|奇幻|恋爱|乙女,http://www.dilidili.wang/anime/hiironokakera2/,命运的安排,2012年10月
宫野真守|代永翼|岛崎信长|铃木达央|平川大辅,京都动画,Free！第一季 ,日本,完结,运动|耽美,http://www.dilidili.wang/anime/free/,原作轻小说《High☆Speed!》改编的动画作品,2013年7月
森永理科|小野大辅,GONZO,风之圣痕,日本,完结,搞笑|装逼|轻小说|恋爱,http://www.dilidili.wang/anime/fengzhi/,对《风》感到怀念之人停留的地方。,2010年之前
钉宫理惠|间岛淳司|江口拓也|近藤孝行|高桥美佳子|野岛健儿|伊濑茉莉也|中原麻衣,J.C.STAFF,绯弹的亚里亚,日本,完结,轻小说|后宫|奇幻|恋爱,http://www.dilidili.wang/anime/HidannoAria/,我敢打赌我要是说有钉宫你们肯定点进来看,2011年4月
宫野真守|代永翼|岛崎信长|铃木达央|平川大辅|细谷佳正,京都动画,Free！第二季,日本,完结,运动|耽美,http://www.dilidili.wang/Free_dierji/,Free!-Eternal Summer,2014年7月
浪川大辅|平川大辅|三宅麻理恵|杉田智和,STUDIO DEEN,绯色的欠片第一季,日本,完结,游戏|奇幻|恋爱|乙女,http://www.dilidili.wang/anime/hiironokakera1/,命运的安排,
久保由利香|木户衣吹|山崎惠理,Seven Arcs,房东妹子青春期,日本,完结,治愈系|青春|泡面番,http://www.dilidili.wang/anime/landlord/,与清纯妹子同居的幸福生活一定很精彩,2016年1月
布里德卡特·塞拉·惠美|钉宫理惠|茅野爱衣|市道真央|悠木碧|佐仓绫音,动画工房,绯弹的亚里亚AA,日本,完结,轻小说|后宫|奇幻|恋爱,http://www.dilidili.wang/anime/AriaAA/,战姐妹”的前辈后辈一对一长期训练制度,2015年10月
川澄绫子|关智一|鹤冈聪|大原沙耶香|大塚明夫|浪川大辅|丰口惠美|绿川光|门胁舞以|石田彰|速水奖|小山力也|新垣樽助|植田佳奈|置鲇龙太郎|中田让治,,Fate/Zero 第一季,日本,完结,游戏|热血|奇幻|恋爱|动作,http://www.dilidili.wang/anime/fate-zero/,根据虚渊玄著作的同名小说改编的电视动画,2011年10月
川澄绫子|浅川悠|杉山纪彰|下屋则子|伊藤美纪|植田佳奈|诹访部顺一,STUDIO DEEN,Fate/Stay night,日本,完结,游戏|热血|奇幻|恋爱|动作,http://www.dilidili.wang/fate/staynight/,某天，士郎捲入了一场叫做“圣杯战争”的魔术师们的战争中……,2010年之前
井口祐一|濑户麻沙美|南里侑香|南条爱乃,,放浪男孩,日本,完结,青春|恋爱,http://www.dilidili.wang/anime/flnh/,该作描述的是“想要成为女生的”男孩×“想要成为男生的”女孩之间的生活恋爱故事。,
布里德卡特·塞拉·惠美|花江夏树|岛崎信长|冈本信彦|濑户麻沙美|齐藤壮马|千菅春香|山下诚一郎,,春&夏推理事件簿～春太与千夏,日本,完结,轻小说|恋爱,http://www.dilidili.wang/anime/haruchika/,看两小无猜怎么演绎悬疑推理，恋爱是战争，校园是战场！,2016年1月
坂本真绫|福井裕佳梨|岩田光央|泽城美雪,,飞跃巅峰2,日本,已完结,科幻|机战,http://www.dilidili.wang/anime/fydf2/,经典机战再开！,
安元洋贵|代永翼|冈本信彦|江原正士|齐藤壮马|游佐浩二|诹访部顺一,,梵蒂冈奇迹调查官OAD,日本,完结,推理|冒险,http://www.dilidili.wang/anime/fdgqjdcgoad/,,2017年7月
,,飞跃巅峰,日本,已完结,科幻|机战,http://www.dilidili.wang/anime/fydf1/,真正的经典！,
井上瑶|神谷明|田中真弓|绪方贤一|永井一郎,,福星小子剧场版合集,日本,完结,搞笑|科幻|恋爱|剧场版,http://www.dilidili.wang/anime/urusei/,,2000年之前
大桥彩香|高桥未奈美|市道真央,,Flip Flappers,日本,完结,青春|冒险|奇幻|美少女,http://www.dilidili.wang/anime/flipflappers/,美少女变身,2016年10月
大谷育江|林原惠美|犬山犬子|三木真一郎|上田佑司|松本梨香|梶裕贵|伊濑茉莉也|远藤绫,OLM|WIT STUDIO,宠物小精灵XY&Z,日本,完结,游戏|冒险|童年,http://www.dilidili.wang/anime/pokemon-xy-z/,宠物小精灵 皮卡皮卡！,2015年10月
土井美加,,虫师特别篇合集,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/mushishiova/,治愈你的心/成人向-_-,
,,风-心灵之息,日本,完结,恋爱|美少女,http://www.dilidili.wang/anime/fxlzx/,和青梅竹马的不思议生活,2010年之前
保志总一朗|大原沙耶香|渡边明乃|福山润|富泽风斗|金井美香|绿川光|若本规夫|杉山纪彰|水岛大宙|小清水亚美|野上尤加奈|樱井孝宏|折笠富美子,TYO Animation|日昇动画,Code Geass 反叛的鲁路修,日本,完结,机战|冒险|奇幻,http://www.dilidili.wang/anime/first/,对无情的帝国的反叛,2010年之前
川岛得爱|大川透|丰崎爱生|铃村健一|上坂堇|石川界人,BONES,Concrete Revolutio 超人幻想,日本,完结,科幻|奇幻,http://www.dilidili.wang/anime/concreterevolutio/,知名导演水岛精二与骨头社！,2015年10月
德井青空|门胁舞以|喜多村英梨|巽悠衣子,,穿透幻影的太阳,日本,完结,百合,http://www.dilidili.wang/anime/ilsolepenetra/,真是虐人的动漫，大悲催，但是曙光总是在黑暗中诞生,
高垣彩阳|福山润|冈本信彦|日野聪|高桥美佳子|杉田智和|藤田咲|小野大辅|泽城美雪|竹达彩奈|诹访部顺一,ZEXCS,传说中勇者的传说,日本,完结,轻小说|冒险|奇幻,http://www.dilidili.wang/anime/denyuden/,"轻小说改编,在魔幻世界中一个壮阔的冒险剧故事",2010年7月
桑岛法子|上坂堇|石原夏织|水树奈奈|田村由加莉|喜多村英梨|小仓唯|小清水亚美,日昇动画,天使与龙的轮舞,日本,完结,搞笑|机战,http://www.dilidili.wang/anime/crossange/,我好兴奋+喜多村英梨+小仓唯+小清水亚美+田村由加利,2014年10月
保志总一朗|大原沙耶香|渡边明乃|福山润|富泽风斗|金井美香|绿川光|若本规夫|杉山纪彰|水岛大宙|小清水亚美|野上尤加奈|樱井孝宏|折笠富美子,日昇动画,Code Geass 反叛的鲁路修R2,日本,完结,机战,http://www.dilidili.wang/anime/r2/,对无情的帝国的反叛,2010年之前
,,厨师与羊,,完结,搞笑|泡面番,http://www.dilidili.wang/anime/cookandsheep/,北美地区点击率最高的爆笑动漫,2014年10月
高垣彩阳|堀江由衣|茅原实里|南条爱乃|浅沼晋太郎,Seven Arcs|ZEXCS|feel.,初音岛第二部第二季,日本,完结,游戏|后宫|美少女,http://www.dilidili.wang/anime/dcsg4/,这结局...我靠,2010年之前
岸尾大辅|堀江由衣|神田朱未|松冈由贵|松来未祐|田村由加莉|野川樱,Seven Arcs|ZEXCS|feel.,初音岛第二部第一季,日本,完结,游戏|后宫,http://www.dilidili.wang/anime/dcsg3/,游戏改,2010年之前
川岛得爱|大川透|丰崎爱生|铃村健一|三木真一郎|上坂堇|石川界人,BONES,超人幻想 第二季,日本,完结,冒险|奇幻,http://www.dilidili.wang/anime/concreterevolutio2/,神化”时代下的超人幻想,2016年4月
加隈亚衣|水濑祈|藤原启治|种田梨沙,WHITE FOX,传颂之物 虚伪的假面,日本,完结,科幻|游戏|后宫,http://www.dilidili.wang/anime/utawarerumono/,萌萌的尾巴，美丽的少女,2015年10月
小野大辅,ZEXCS|feel.,赤之约束,日本,完结,游戏|后宫,http://www.dilidili.wang/anime/fortune-arterial/,吸血鬼题材校园恋爱动漫,2010年10月
石井真,XEBEC,苍穹之法芙娜EXODUS,日本,完结,科幻|机战,http://www.dilidili.wang/anime/fafner-exodus/,“基拉，10年不见了，我是阿斯兰啊！”“滚——”,2015年1月
高垣彩阳|堀江由衣|茅原实里|南条爱乃|浅沼晋太郎,ZEXCS|feel.,初音岛第一部第二季,日本,完结,搞笑|恋爱,http://www.dilidili.wang/anime/dcsg2/,后宫,2010年之前
坂本真绫|名塚佳织|土井美加,ARTLAND,虫师,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/mushishi/,虫师，沟通虫与人之间的间隔,2010年之前
土井美加,ARTLAND,虫师续章,日本,完结,治愈系,http://www.dilidili.wang/anime/mushishi2/,在炎炎夏日治愈你的心,2014年4月
大谷育江|林原惠美|犬山犬子|三木真一郎|上田佑司|松本梨香|梶裕贵|伊濑茉莉也|远藤绫,OLM,宠物小精灵XY,日本,完结,游戏|冒险|奇幻|童年,http://www.dilidili.wang/anime/pokemon-xy/,小智和皮卡丘是真爱！,2013年10月
钉宫理惠|东山奈央|津田美波|日高里菜|山本希望|藤田咲|中田让治,,苍蓝钢铁的琶音剧场版,日本,完结,科幻|剧场版,http://www.dilidili.wang/anime/aokihagmov/,海洋战争,
内山昂辉|内田真礼|水岛大宙|佐仓绫音,P.A. Works,charlotte,日本,完结,治愈系|奇幻,http://www.dilidili.wang/anime/charlotte/,《Angel Beats!》制作团队中的核心成员们再度联手之作,2015年7月
加藤英美里|生天目仁美|小林优|柚木凉香,,Candy☆Boy,日本,完结,搞笑|美少女|百合,http://www.dilidili.wang/c/anime/candyboy/,孪生姐妹=闪光百合,2010年之前
玄田哲章,日本动画公司,超人洛克：新世界战队,日本,完结,科幻|机战|剧场版,http://www.dilidili.wang/anime/chaorenluoke/,,2000年之前
合田彩|福山润|立花慎之介|野水伊织|中村悠一,ZEXCS,曾几何时天魔的黑兔,日本,完结,轻小说|后宫|奇幻,http://www.dilidili.wang/anime/itsuka-tenma/,忘却的约定，何时能重拾,2011年1月
