anime_cast,anime_company,anime_name,anime_region,anime_status,anime_tag,anime_url,anime_view,anime_year 
茅野爱衣|日笠阳子|喜多村英梨,动画工房,NEW GAME,日本,完结,搞笑|治愈系|励志,http://www.dilidili.wang/anime/newgame/,制作游戏的日常,2016年7月
冈本信彦|杉田智和,NAS|Brains Base,男子啦啦队！！,日本,完结,运动|青春|乙女,http://www.dilidili.wang/anime/nanzilaladui/,男纸拉拉队，妹子应该会喜欢,2016年7月
关智一|后藤邑子|伊藤静,A・C・G・T,你是主人我是仆,日本,完结,搞笑|后宫|恋爱,http://www.dilidili.wang/anime/nszrwsp/,姐姐做了女仆，主人公做了管家，就这样工作开始了。 ,
安元洋贵|钉宫理惠|丰崎爱生|高木礼子|久川绫|立木文彦|能登麻美子|清水香里|生天目仁美|喜多村英梨|羽多野涉|植田佳奈|佐藤利奈,Diomedéa,乃木坂春香的秘密,日本,完结,搞笑|电击文库|恋爱,http://www.dilidili.wang/anime/nmbcxdmm/,这是个秘密,2010年之前
丰崎爱生|井上麻里奈|茅原实里|柿原彻也|水树奈奈|喜多村英梨|小野大辅|佐藤利奈,Asread,南家三姐妹～再来一碗～,日本,完结,搞笑|治愈系|青春,http://www.dilidili.wang/anime/Minami-ke2/,南家三姐妹的日常生活，请不要过度的期待。,2010年之前
丰崎爱生|高木礼子|吉野裕行|井上麻里奈|茅原实里|千叶纱子|浅沼晋太郎|森永理科|柿原彻也|水树奈奈|喜多村英梨|小野大辅|佐藤利奈,Asread,南家三姐妹欢迎回家,日本,完结,搞笑|治愈系|青春,http://www.dilidili.wang/anime/Minami-ke3/,南家三姐妹的日常生活，请不要过度的期待。,2010年之前
梶裕贵|悠木碧,Studio五组|A-1 Pictures,逆转裁判,日本,完结,搞笑|游戏|推理,http://www.dilidili.wang/anime/nzcp/,精彩的推理，爆笑的对白，感人的结局风格汇合而成的跌宕起伏的神剧,2016年4月
堀江由衣|浅野真澄|小野大辅,,女生爱女生,日本,完结,青春|恋爱|百合,http://www.dilidili.wang/anime/lala/,因为流星陨落的事故，主角从一个少年改变成一个少女的动漫神剧,2010年之前
关智一|本田贵子|木内秀信|平野绫|朴璐美|高桥广树|森川智之|石田彰|诹访部顺一,MADHOUSE,NANA,日本,完结,青春|励志|乙女,http://www.dilidili.wang/anime/nana/,世界上有另一个＂我＂,2010年之前
高垣彩阳|安元洋贵|福山润|冈本信彦|皆川纯子|浪川大辅|铃村健一|日笠阳子|入野自由|三石琴乃|杉田智和|石田彰|小林优|小清水亚美|小西克幸|小野友树|伊藤静|悠木碧|斋藤千和,日昇动画,男子高中生的日常,日本,完结,搞笑,http://www.dilidili.wang/anime/danshikoukousei/,高中生搞笑校园生活,2012年1月
成田剑,,女装骑士 双面骑士,日本,完结,恐怖|冒险|动作,http://www.dilidili.wang/anime/Chevalier/,华丽的画风、虚幻的宗教秘术、男主的美貌了，故事扣人心弦，值得一看,2010年之前
加藤英美里|井上麻里奈|浅沼晋太郎|花泽香菜|田村由加莉|羽多野涉|斋藤千和,SILVER LINK,农林,日本,完结,搞笑|轻小说|后宫,http://www.dilidili.wang/anime/no-rin/,农林职校的少男少女的高中生活。,
井上麻里奈|茅原实里|佐藤利奈,童梦,南家三姐妹,日本,完结,搞笑|治愈系|青春,http://www.dilidili.wang/anime/Minami-ke/,南家三姐妹的日常生活，请不要过度的期待。,2010年之前
白石凉子|钉宫理惠|堀江由衣|日高法子|高桥李依|高野麻里佳|三宅健太|神谷浩史|生天目仁美|田村由加莉|小清水亚美|小山力也|野泽雅子|银河万丈|佐仓绫音,GONZO,那就是声优!,日本,完结,治愈系|励志,http://www.dilidili.wang/anime/soregaseiyu/,浅野真澄原作，声优回忆录,2015年7月
高木礼子|能登麻美子|清水香里|生天目仁美|松来未祐|羽多野涉|植田佳奈|佐藤利奈,Diomedéa,乃木坂春香的秘密 第二季,日本,完结,搞笑|电击文库|恋爱,http://www.dilidili.wang/anime/okishakihaluka2/,只卖节操不卖肉,
绿川光|千本木彩花|山村响,TNK|ZERO-G,奴隶区：我和我的23个奴隶,日本,完结,恐怖|冒险,http://www.dilidili.wang/anime/doreiku/,主动或被迫的走上了奴役和被奴役之路的故事,2018年4月
关智一|川岛得爱|浅野真澄|水岛大宙|小野大辅|置鲇龙太郎,STUDIO DEEN,逆转监督,日本,完结,运动,http://www.dilidili.wang/anime/nizjd/,真实的足球故事,2010年4月
钉宫理惠,XEBEC,女神候补生,日本,完结,科幻|动作,http://www.dilidili.wang/anime/nvshenhoubus/,然后时间到了星历5030年……,
逢坂良太|加隈亚衣|五十岚裕美|小野大辅,,捏造陷阱NTR,日本,完结,恋爱|百合,http://www.dilidili.wang/anime/trapntr/,你的老婆被女生抢走了！,2017年7月
逢坂良太|花泽香菜|三森铃子|石原夏织|喜多村英梨|小仓唯,,女高网球部 第九季,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/tingqiushedjj/,基本不打网球的网球动漫。。。,2017年7月
茅野爱衣|名塚佳织|日笠阳子|石见舞菜香|喜多村英梨,动画工房,NEW GAME!!,日本,完结,搞笑|青春|励志,http://www.dilidili.wang/anime/newgame2/,制作游戏的日常,2017年7月
内田彩,,你还是不懂群马,日本,完结,搞笑|青春,http://www.dilidili.wang/anime/omagun/,"少年,你对群马一无所知~~",2018年4月
花江夏树|岛崎信长|梅原裕一郎|山下大辉|神谷浩史|石见舞菜香|石田彰|小松未可子,J.C.STAFF,鲸鱼之子们在沙丘上歌唱,日本,完结,奇幻,http://www.dilidili.wang/anime/nijingzhizi/,孤岛历险记,2017年10月
谷山纪章|东地宏树|加藤英美里|牧野由依|内海贤二|喜多村英梨|伊濑茉莉也|伊藤健太郎|远藤绫|子安武人,IMAGIN,NEEDLESS 超能力大战,日本,完结,热血|冒险,http://www.dilidili.wang/anime/needless/,超自然的力量觉醒，不停的战斗下去吧~,
川岛得爱|江川央生|高乃丽|山口胜平|折笠富美子,,你看起来好像很好吃,日本,完结,治愈系|剧场版,http://www.dilidili.wang/anime/urumasou/,,2010年10月
久保由利香|高森奈津美|上田丽奈,J.C.STAFF|A・C・G・T,南镰仓高校女子自行车社,日本,完结,运动|百合,http://www.dilidili.wang/anime/koukoujoshirode/,女高中生和自行车很配哦！,2017年1月
寺崎裕香,,NHK.anikuri15,日本,完结,励志,http://www.dilidili.wang/anime/anikuri15/,短篇合集,2010年之前
川澄绫子|倉田雅世|能登麻美子|松冈由贵|斋藤彩夏|斋藤千和|置鲇龙太郎,,女生万岁,日本,完结,科幻|后宫|恋爱,http://www.dilidili.wang/anime/nvshengwansui/,为人长得矮，学习差，加上懦弱的性格，导致时常被女生欺负,
白石凉子|入野自由|杉田智和|松来未祐|田村睦心|小见川千明|雪野五月|樱井孝宏|悠木碧,SHAFT,女仆咖啡厅,日本,完结,治愈系|恋爱,http://www.dilidili.wang/anime/npkft/,女仆系列！！！！,2010年7月
,,南方公园第二十季,欧美,完结,搞笑|奇幻,http://www.dilidili.wang/anime/nfgy20/,黑暗成人系搞笑,
五十岚裕美,,你好七叶 ,日本,完结,搞笑|美少女|百合|泡面番,http://www.dilidili.wang/anime/nihaoqiye/,出现在七叶眼前的是有着可爱小女孩身姿的精灵妮娜。还有同是树之精灵的拉娜，,2012年7月
,,奈欧斯奥特曼,日本,完结,真人|童年|动作,http://www.dilidili.wang/anime/nosotm/,人们形形色色的行为与心理，展现出了人性的光辉与丑恶，既尖刻地批判了人性中极端丑陋的一面，又赞扬了人性中的光辉——爱、勇气与希望。,
子安武人,,那那米第二季,日本,完结,治愈系,http://www.dilidili.wang/anime/nanami2/,会说话的迷之宠物,2010年之前
子安武人,,那那米,日本,完结,治愈系,http://www.dilidili.wang/anime/nanami/,会说话的迷之宠物,2010年之前
丰口惠美|绿川光|能登麻美子|石田彰|田中理恵|绪方惠美|泽城美雪|中井和哉,A-1 Pictures,女神异闻录3剧场版,日本,完结,冒险|奇幻|剧场版,http://www.dilidili.wang/anime/nsywl3jcb/,趁热出个剧场版,
宫田幸季|千叶纱子|中井和哉,,Noein,日本,完结,科幻|美少女,http://www.dilidili.wang/anime/Noein/,这个故事虽然人设一般，但内容丰富意义深远，既有平凡温馨的生活与爱情，又有不可思议的现象和力量，人与人的沟通、认知、理解，未来的无限可能，过去是无法改变的，但未来还有无数的选择，只看人们怎样理解怎样去努力。,
村川梨衣,OLM,噗利噗利 奇酱,日本,连载中,科幻,http://www.dilidili.wang/anime/pulipuli/,各种酱,2017年4月
本渡枫|黑泽朋世|井泽诗织|濑户麻沙美|石原夏织|市道真央|小泽亚李|新井里美|种崎敦美,,POPIN Q,日本,完结,冒险|奇幻|剧场版,http://www.dilidili.wang/anime/popinq/,舞蹈拯救世界,2017年4月
高木礼子|子安武人,,帕塔利洛西游记,日本,完结,搞笑|耽美|奇幻|乙女,http://www.dilidili.wang/anime/ptllxyj/,西游记也要搞基,2010年之前
丹下樱|名塚佳织|小林优|原田瞳|佐藤聪美|佐藤利奈,,女朋友（仮）,日本,完结,游戏|美少女|百合,http://www.dilidili.wang/anime/girlfriend-kari/,据说妹子多达80人……,2014年10月
安元洋贵|高木涉|家中宏|间岛淳司|皆川纯子|铃木达央|乃村健次|楠大典|宫本充|石田彰|小野大辅|伊藤加奈惠|樱井孝宏|斋贺光希|中村悠一,Hoods Entertainment,漂流武士,日本,完结,冒险|奇幻|动作,http://www.dilidili.wang/anime/hellsingll/,你是漂泊者，还是废弃物？！,2016年10月
钉宫理惠|高木礼子|千叶纱子,,扑杀天使朵库萝,日本,完结,搞笑|萝莉|美少女,http://www.dilidili.wang/anime/pusha/,,2010年之前
,,屁屁吾郎,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/ppwulang/,屁吾郎动画全集是一部搞笑原创动画，由谷口崇担任监督。将于2016年7月正式播出，同时也将进行YOUTUBE配信。,2016年7月
坂本真绫|金田朋子|久川绫|平松晶子,东映动画,贫穷姐妹物语,日本,完结,治愈系|百合,http://www.dilidili.wang/anime/pqjmwuyu/,特别推荐给口味淡的网友们。 ,2010年之前
,STUDIO DEEN,破天荒游戏,日本,完结,冒险|乙女|动作,http://www.dilidili.wang/anime/bthyx/,近乎万能的魔法的力量被扭曲了的『真理』的存在仍旧让他们无法得到自己真正想要的东西……,
堀江由衣|名塚佳织|水树奈奈|野中蓝,XEBEC,瓶诘妖精,日本,完结,治愈系|美少女|泡面番,http://www.dilidili.wang/anime/pingjieyaojing/,超萌瓶装萝莉学知识,2010年之前
村濑步|丰永利行|冈本信彦|林勇|名塚佳织|木村昴|内山昂辉|齐藤壮马|日野聪|入野自由|神谷浩史|石川界人|寺岛拓笃|细谷佳正|诸星堇|竹内良太,Production I.G,排球少年第三季,日本,完结,运动|青春|热血,http://www.dilidili.wang/anime/haikyu3/,小排球来啦！,2016年10月
小野大辅|佐藤利奈,Graphinica,planetarian 星之梦,日本,完结,治愈系|冒险,http://www.dilidili.wang/anime/planetarianhoxi/,等待30年只为见到你,2016年7月
金田朋子|麦人|平松晶子,,贫乏姐妹物语,日本,完结,治愈系|百合,http://www.dilidili.wang/anime/pfjmwu/,我也完全不知道有什么看点，反正看看就知道了,
,,Pugyuru,日本,完结,搞笑|奇幻,http://www.dilidili.wang/anime/pugyuru/,搞笑无厘头轻松短剧,2010年之前
村濑步|冈本信彦|吉野裕行|浪川大辅|立花慎之介|林勇|内山昂辉|齐藤壮马|日野聪|入野自由|神谷浩史|石川界人|梶裕贵|细谷佳正|中村悠一,Production I.G,排球少年 第一季,日本,完结,运动|青春|热血,http://www.dilidili.wang/anime/haikyu/,我是要成为排球王的男人”,2014年4月
川澄绫子|广桥凉|福山润|皆川纯子|近藤孝行|内田夕夜|鸟海浩辅|花泽香菜|山口胜平|石田彰|小野大辅|诹访部顺一,XEBEC,潘多拉之心,日本,完结,耽美|奇幻|动作,http://www.dilidili.wang/anime/Pandorahearts/,未来世界,2010年之前
松冈由贵|小杉十郎太,,苹果核战记,日本,完结,科幻|冒险,http://www.dilidili.wang/anime/appurushdo/,该片讲述了非核大战将地球变成一片废墟之后迪娜在乌托邦奥林匹斯为人类的未来而战的故事,2010年之前
村濑步|冈本信彦|林勇|内山昂辉|齐藤壮马|日野聪|入野自由|石川界人|细谷佳正,,排球少年剧场版,日本,完结,运动|剧场版,http://www.dilidili.wang/anime/haikyujc/,补番推荐,
,,霹雳神州,,完结,,http://www.dilidili.wang/anime/plshenzhou/,"魔界传说染神州，玄宗奇者撼尘寰；轩辕今生求一败，鬼将再造苍生难。
军神会梵天，剑圣会拳皇，是风云？是荒烟？只闻后世又一章。",2010年之前
大塚芳忠|江原正士|牧野由依|日高法子|山下诚一郎|上坂堇|水濑祈|武内骏辅|小仓唯|小松未可子,Triple A,POP TEAM EPIC,日本,完结,搞笑|泡面番,http://www.dilidili.wang/anime/popteamepic/,POP子和PIPI美两姐妹的日常生活。,2018年1月
保志总一朗|井上麻里奈|花泽香菜|神谷浩史|斋藤千和|中村悠一,,破刃之剑剧场版合集,日本,完结,机战|热血|动作|剧场版,http://www.dilidili.wang/anime/breakbladejc/,,2010年之前
岛崎信长|木户衣吹|能登麻美子|伊濑茉莉也|游佐浩二,,pupa,日本,完结,治愈系|恐怖|奇幻,http://www.dilidili.wang/anime/pupa/,毁三观妹请控谨慎观赏,2014年1月
川原庆久|户松遥|内山昂辉|内山夕实|花泽香菜|下野纮|中博史,日昇动画,贫乏神来了,日本,完结,搞笑|冒险,http://www.dilidili.wang/anime/Binbougami/,御姐,2012年7月
田中理恵|小林优|绪方贤一,,平行世界物语,日本,完结,科幻|奇幻,http://www.dilidili.wang/anime/pxsjwy/,你好，平行世界的人们。,2000年之前
村濑步|冈本信彦|立花慎之介|林勇|内山昂辉|日野聪|入野自由|石川界人|梶裕贵|细谷佳正|中村悠一,,排球少年OAD,日本,连载,运动,http://www.dilidili.wang/anime/haikyuoad/,排球少年OAD,
生天目仁美,,PRISM ARK,日本,完结,萝莉|机战|奇幻,http://www.dilidili.wang/anime/prismark/,讲述了被称为“苍月的惨剧”之后的故事,2010年之前
大地叶|大久保瑠美|濑户麻沙美|明坂聪美,,浦和的小调,日本,完结,,http://www.dilidili.wang/anime/phdxd/,描述著各生活在埼玉市八处冠有“浦和”之名的车站周遭的八位女孩的日常生活。,
朝井彩加|赤羽根健治|石冢运升|市来光弘|喜多村英梨,,品酒要在成为夫妻后,日本,完结,搞笑,http://www.dilidili.wang/anime/sakeinwife/,沉浸于酒精之中的千里变身可爱少女,2017年10月
,,霹雳经武纪之枭皇论战,,完结,动作,http://www.dilidili.wang/anime/pljwjzxhlz/,刀狂剑痴，再造顶峰传说。枭皇论战，共掌天地八荒。,
大地叶|菅生隆之|今村彩夏|土师孝也|泽城美雪,,Princess Principal,日本,连载,动作,http://www.dilidili.wang/anime/princess/,一群少女间谍,2017年7月
,,霹雳神州II之苍玄泣,,完结,热血,http://www.dilidili.wang/anime/plszzcxq/,"万血邪籙，开启神州之柱，识界玄貘，变化天地之序；
红楼剑阁，论定剑锋之最，弃天魔帝，造就毁灭之端。",2010年之前
,,霹雳神州Ⅲ之天罪,,完结,动作,http://www.dilidili.wang/anime/plsztianzui/,"劫造荒末路，悲叹苍生无语。
神州双柱沉葬，卸骨血问天罪。",2010年之前
,,霹雳震寰宇之刀龙传说,,完结,动作,http://www.dilidili.wang/anime/plzhyzdlcs/,霹雳横天震寰宇，白莲千叶造传奇。佛威再现挡神魔，刀龙开眼动杀机。,2010年之前
,,霹雳震寰宇之兵甲龙痕,,完结,动作,http://www.dilidili.wang/anime/plzhyzbjlh/,"废天地、灭生灵、神裂歇、宁清兵甲武经现，神州烽烟起，四魌封武冠，莫问谁为敌？
天地玄黄，宇宙洪荒，天外创生之刻，一部含恨先王的遗作，重写一页暗潮伏流的战火。",
,,霹雳震寰宇之龙战八荒,,完结,动作,http://www.dilidili.wang/anime/plzhyzlzbh/,"五龙聚首，群侠争锋，莫问谁能称雄！
末劫再临，曙光何在？唯有龙战八荒。",
古川慎|村濑步|冈本信彦|吉野裕行|浪川大辅|立花慎之介|林勇|名塚佳织|内山昂辉|齐藤壮马|日野聪|入野自由|神谷浩史|石川界人|梶裕贵|细谷佳正|增田俊树|中村悠一|诸星堇|竹内良太,Production I.G,排球少年第二季,日本,连载,运动|青春|热血,http://www.dilidili.wang/anime/haikyu2/,“我是要成为排球王的男人”,2014年4月
,,霹雳天启,,完结,动作,http://www.dilidili.wang/anime/pilitianqi/,"罗喉帝身，成就不朽王朝。闇夜曙光，编写千叶传奇。
云海龙吟，天启惊世金言。鬼林沼泽，首开死国年纪。",2010年之前
木村昴|内山昂辉|咲野俊介,,乒乓,日本,完结,运动|青春|热血,http://www.dilidili.wang/anime/pingpong/,虽然一贯非主流，不过一旦习惯了居然就真心带感，这就是汤浅政明。,2014年4月
布里德卡特·塞拉·惠美|钉宫理惠|福山润|井上和彦|木村良平|乃村健次|内山昂辉|朴璐美|石川界人|石田彰|田中理恵|野岛裕史|早见沙织,P.A. Works,濒危物种少女,日本,完结,青春|冒险|奇幻|乙女,http://www.dilidili.wang/anime/reddatagirl/,三世轮回，只为今生的相遇！,2013年4月
保志总一朗|井上麻里奈|花泽香菜|神谷浩史|斋藤千和|中村悠一,XEBEC,破刃之剑,日本,完结,机战|热血|动作,http://www.dilidili.wang/anime/breakblade/,剧场版重剪，冲着包子+肉村+娘娘这种跨星际奇葩阵容你要不要来一发。,2014年4月
三泽纱千香|水濑祈|下田麻美|伊藤美来,feel.,普通女高中生要做当地偶像,日本,完结,搞笑|治愈系|青春|百合,http://www.dilidili.wang/anime/locodol/,来，给爷来首《小苹果》。,2014年7月
倉田雅世|岛崎信长|石上静香|小泽亚李|樱井孝宏,Production IMS,Active Raid -机动强袭室第八班- 第2期 ,日本,完结,机战|奇幻,http://www.dilidili.wang/anime/activeraid2/,女性铠甲勇士化身正义警察,2016年7月
高木涉|井上和彦|麦人|三木真一郎|森川智之|速水奖|田中真弓|小杉十郎太,J.C.STAFF|XEBEC,暗之末裔,日本,完结,耽美|奇幻,http://www.dilidili.wang/anime/Descendants/,《暗之末裔》改编自日本漫画家松下容子原作的同名漫画,2010年之前
钉宫理惠|朴璐美|石田彰|植田佳奈,,爱丽丝学园,日本,完结,搞笑,http://www.dilidili.wang/anime/alsxy/,,2010年之前
川上伦子|冬马由美|今野宏美|久川绫|田村由加莉|小野大辅|柚木凉香,京都动画,AIR,日本,完结,游戏|青春|奇幻,http://www.dilidili.wang/anime/air/,十年有你，青空之下，爱与感动的盛夏物语。,2010年之前
佐藤利奈,XEBEC,暗夜魔法使,日本,完结,奇幻|动作,http://www.dilidili.wang/anime/anyemodashi/,《暗夜魔法使》(《Night Wizard》)是菊池たけし、F.E.A.R.原作，2002年由ENTERBRAIN发行的一款桌面类RPG游戏。,
福原香织|寿美菜子|悠木碧,Studio五组,A频道,日本,完结,搞笑,http://www.dilidili.wang/anime/apingdao/,并借由四位高中少女编织而成的高中校园搞笑故事。,2011年7月
黒田崇矢|渡边明乃|近藤隆|田中理恵|岩田光央|野川樱,,阿拉德战记,日本,,游戏|冒险|动作,http://www.dilidili.wang/anime/sup-arad/,RPG游戏《地下城与勇士》(《Dungeon Fighter》)所改编的TV动画,2010年之前
阪口大助|生天目仁美|松冈由贵|猪口有佳,J.C.STAFF,爱的魔法,日本,完结,后宫,http://www.dilidili.wang/anime/maburaho/,魔法用多了会化成灰的,2010年之前
金田朋子|久川绫|平松晶子|浅川悠,J.C.STAFF,阿兹漫画大王,日本,完结,搞笑,http://www.dilidili.wang/anime/azmhdw/,,2010年之前
,,奥特银河 大怪兽之战,日本,完结,真人|动作,http://www.dilidili.wang/anime/aoteyinh/,已经迎来了宇宙开拓时代的人类，组成了为开采在宇宙行星的资源进行支援的战斗组织[ZAP SPACY] 。,
广桥凉|金元寿子|三石琴乃|小清水亚美|野岛健儿|伊藤静|佐藤利奈,,美少女战士Crystal,日本,完结,童年|恋爱|美少女,http://www.dilidili.wang/anime/sailormoon/,20年闪亮亮乙女心从未变老！代表月亮，消灭你哟~（里面有官配BL我会乱说？,2014年7月
能登麻美子|清水爱|小林沙苗,STUDIO DEEN,暗与帽子与书之旅人,日本,完结,奇幻,http://www.dilidili.wang/anime/Yami/,早期百合动画的经典之作,2010年之前
门胁舞以|名塚佳织|松来未祐|伊藤静|植田佳奈,SILVER LINK,魔法少女伊莉雅 第一季,日本,完结,搞笑|萝莉|百合,http://www.dilidili.wang/anime/prisma-illya/,《Fate/stay night》的平行世界，和魔法少女一起来炼卡kira~,2013年7月
野川樱,,面包咪咪,日本,完结,治愈系|泡面番,http://www.dilidili.wang/anime/mianbaomimi/,吐司咪咪是天然酵母妈妈所生的最小孩,2010年10月
阿澄佳奈|渡边久美子|福山润|神谷浩史|藤田咲|喜多村英梨|小野大辅,A-1 Pictures,迷糊餐厅 第一季,日本,完结,搞笑|恋爱,http://www.dilidili.wang/anime/wagnaria/,又来看润子吐槽了,2010年4月
福圆美里|能登麻美子|水桥香织|水树奈奈|田村由加莉|喜多村英梨,A-1 Pictures,魔法少女奈叶vivid,日本,完结,冒险|奇幻|百合|动作,http://www.dilidili.wang/anime/nanoha4/,奈叶已成御姐，主角变成下一代，一种廉颇老矣的既视感,
茜屋日海夏|若井友希,龙之子Production,美妙天堂 第三季,日本,连载,搞笑|萝莉|青春|美少女,http://www.dilidili.wang/anime/priparatv3/,人气女童向TV动画《美妙天堂》,2016年4月
,XEBEC,魔法老师,日本,完结,青春|后宫|恋爱,http://www.dilidili.wang/anime/negimagi/,欢乐搞笑的日常番,2010年之前
堀江由衣|桑谷夏子|野中蓝|伊藤静|佐藤利奈,XEBEC,魔法老师第二季,日本,完结,青春|后宫|恋爱,http://www.dilidili.wang/anime/negimagi2/,欢乐搞笑的日常番,2010年之前
阿澄佳奈|广桥凉|渡边久美子|福山润|神谷浩史|藤田咲|喜多村英梨|小野大辅|中村悠一,A-1 Pictures,迷糊餐厅 第二季,日本,完结,搞笑|恋爱,http://www.dilidili.wang/anime/wagnaria2/,又来看润子吐槽了,2011年10月
,,猫猫日本史,日本,连载,奇幻|泡面番,http://www.dilidili.wang/anime/catnihng/,泡面番？，面都烂了,2016年4月
,,俺物语 真人版,日本,完结,真人|青春,http://www.dilidili.wang/anime/bokumonomv/,男主神还原,2016年1月
村濑步|福圆美里|前野智昭|日笠阳子|矢作纱友里|柿原彻也|松冈祯丞|小岩井小鸟,SATELIGHT,M3～黑钢～,日本,完结,科幻|机战|奇幻,http://www.dilidili.wang/anime/m3/,寻找光明的未知旅程,2014年4月
大坪由佳|茅野爱衣|内田彩|内田真礼,,漫研部,日本,完结,搞笑|泡面番|乙女,http://www.dilidili.wang/anime/takeshobo/,关于漫研部的日常,2013年1月
大坪由佳|茅野爱衣|内田彩,,漫研部第二季,日本,完结,搞笑|百合|泡面番,http://www.dilidili.wang/anime/takeshobo2/,漫研部的日常,2014年7月
,,暗杀教室真人版,日本,完结,搞笑|真人|剧场版,http://www.dilidili.wang/anime/ansatsuzrb/,章鱼老师的课外授♂业,
福山润|铃村健一|入野自由|神谷浩史|小野大辅|樱井孝宏|远藤绫|中村悠一,Triple A,阿松第二季,日本,完结,搞笑|青春,http://www.dilidili.wang/anime/songxiansheng2/,黑马再次出发,2016年1月
,,暗芝居 第3季,日本,完结,恐怖|奇幻,http://www.dilidili.wang/anime/anzhiju3/,深夜福利,2016年1月
皆口裕子|高桥智秋|松来未祐|野川樱,ZEXCS,爱情泡泡糖,日本,完结,科幻|青春|后宫,http://www.dilidili.wang/anime/princesshour/,典型的后宫动漫,
倉田雅世|村田太志|大川透|花江夏树|大西沙织|大原沙耶香|岛崎信长|绿川光|鸟海浩辅|山下大辉|石上静香|相坂优歌|小泽亚李|樱井孝宏,Production IMS,Active Raid ~机动强袭室第八组,日本,完结,奇幻,http://www.dilidili.wang/anime/activeraid/,女性铠甲勇士化身正义警察,2016年1月
飞田展男|福山润|铃村健一|入野自由|神谷浩史|小野大辅|樱井孝宏|远藤绫|中村悠一,Studio Pierrot,阿松 第一季,日本,完结,搞笑|青春,http://www.dilidili.wang/anime/songxiansheng/,赤塚老师80年诞辰纪念作品,2015年10月
宫田幸季|谷山纪章|日野聪|石田彰|柿原彻也,Brains Base,AMNESIA失忆症,日本,已完结,耽美|奇幻,http://www.dilidili.wang/anime/shiyizheng/,失忆了，好害怕肿么办！,
大川透|花江夏树|逢坂良太|小野贤章|雨宫天,A-1 Pictures,ALDNOAH.ZERO第二期,日本,完结,科幻|机战|冒险,http://www.dilidili.wang/anime/aldnoahzero2/,黄色怪物,2014年10月
村田太志|大川透|花江夏树|大原沙耶香|嶋村侑|山谷祥生|速水奖|小松未可子|小野贤章|中井和哉,A-1 Pictures,ALDNOAH.ZERO,日本,完结,科幻|机战|冒险,http://www.dilidili.wang/anime/aldnoahzero/,黄色恶魔,2013年10月
逢坂良太|细谷佳正|小野贤章,MADHOUSE|TMS娱乐,ALL OUT!!,日本,完结,运动|青春,http://www.dilidili.wang/anime/allout/,在这里，谁都能成为主角！！,2016年10月
安元洋贵|宫野真守|大川透|津田健次郎|绿川光|上村祐翔|田中敦子|下野纮|悠木碧|游佐浩二|诹访部顺一,MADHOUSE|NAS,ACCA13区监察课,日本,完结,冒险|奇幻|动作,http://www.dilidili.wang/anime/acca13/,不寻常的男性,2017年1月
川上伦子|冬马由美|今野宏美|井上喜久子|久川绫|绿川光|神奈延年,,AIR剧场版,日本,完结,游戏|青春|奇幻|剧场版,http://www.dilidili.wang/anime/airjc/,,2010年之前
安野希世乃|白石晴香|花守由美里|山村响,SILVER LINK,Anne Happy,日本,完结,青春|百合,http://www.dilidili.wang/AnneHappy/,为了能变幸运的一群少女。,2016年4月
,,艾克斯奥特曼,日本,完结,科幻|真人,http://www.dilidili.wang/anime/aksatm/,圆谷株式会社在2015年出品的全新奥特曼特摄片,2015年7月
,,奥特曼列传,日本,完结,真人|童年,http://www.dilidili.wang/anime/atmlz/,奥特曼系列45周年特别纪念节目，登场！其名为【奥特曼列传】！！,2011年7月
,,阿茹茉妮,日本,完结,治愈系,http://www.dilidili.wang/anime/arumoni/,本作为日本“动画未来2014”四部参评作品之一，由日本三大独立动画制作人之一的吉浦康裕执导。,
内山夕实|杉田智和|佐仓绫音,,AIURA,日本,完结,搞笑,http://www.dilidili.wang/anime/AIURA/,AIURA与女高网球部、悠悠式、克里姆林、琴浦桑一样是由四格漫画改编为动画，AIURA有着与男子高中生的日常里的剧情”女子高中生的日常“相似的校园日常描写，所以AIURA也被译作女子高中生的日常。,2013年4月
小野大辅,SATELIGHT,AKB0048 第一季,日本,完结,青春,http://www.dilidili.wang/anime/AKB0048one/,突破当局的层层限制和一道又一道选拔考验，女孩的梦想能否实现？,
高垣彩阳|苍井翔太|户松遥|大桥彩香|饭田里穗|内田真礼|三森铃子|石原夏织|小仓唯|小野贤章|早见沙织|沼仓爱美|竹达彩奈,,Animelo Summer Live 2016,日本,完结,演唱会,http://www.dilidili.wang/yanchanghui/ASL2016/,,
,,阿尔卑斯山的少女,日本,完结,,http://www.dilidili.wang/anime/aerbssdsn1/,世界名作剧场,
青野武|松冈由贵|藤原启治|小西克幸,GAINAX|MADHOUSE,阿倍野桥魔法商店街,,完结,搞笑|冒险|动作,http://www.dilidili.wang/anime/abqdmfsdj1/,,
铃村健一|茅原实里|内田真礼|三森铃子|上坂堇|水濑祈|水树奈奈|小仓唯|早见沙织|中岛爱,,Animelo Summer Live 2017,日本,完结,演唱会,http://www.dilidili.wang/yanchanghui/ASL2017/,2017ASL，怀旧与新番并举！,
日高里菜|高森奈津美|松冈祯丞|诹访彩花|佐仓绫音,EMT Squared,ALICE or ALICE,日本,完结,搞笑|后宫,http://www.dilidili.wang/anime/aliceoralice/,双胞胎妹妹的日常~,2018年4月
